cycle,range_bin,doppler_bin,output_hex
3708905000,284,6,ffa80032
3708915000,284,7,008effbd
3708925000,284,8,000e0019
3708935000,284,9,001afffa
3708945000,284,10,ff2200ae
3708955000,284,11,0036fec5
3708965000,284,12,00300097
3708975000,284,13,001afff4
3708985000,284,14,ffa80032
3708995000,284,15,008effbd
3710875000,284,16,ffd6ff4c
3710885000,284,17,ffc90026
3710895000,284,18,ffb20022
3710905000,284,19,00f4ff75
3710915000,284,20,ffd800d0
3710925000,284,21,ffddffa6
3710935000,284,22,ffa8ffda
3710945000,284,23,003600a7
3710955000,284,24,ffd6ff4c
3710965000,284,25,ffc90026
3710975000,284,26,ffb20022
3710985000,284,27,00f4ff75
3710995000,284,28,ffd800d0
3711005000,284,29,ffddffa6
3711015000,284,30,ffa8ffda
3711025000,284,31,003600a7
3712905000,285,0,0088ffb0
3712915000,285,1,006c0071
3712925000,285,2,ff150032
3712935000,285,3,0040ffdb
3712945000,285,4,0046007c
3712955000,285,5,ff2efe7f
3712965000,285,6,0119019e
3712975000,285,7,ff2aff39
3712985000,285,8,0088ffb0
3712995000,285,9,006c0071
3713005000,285,10,ff150032
3713015000,285,11,0040ffdb
3713025000,285,12,0046007c
3713035000,285,13,ff2efe7f
3713045000,285,14,0119019e
3713055000,285,15,ff2aff39
3714935000,285,16,00caff67
3714945000,285,17,ff4300a6
3714955000,285,18,005dff2b
3714965000,285,19,003e00f8
3714975000,285,20,ff00ffb1
3714985000,285,21,00cb0008
3714995000,285,22,0021febd
3715005000,285,23,ffd4015a
3715015000,285,24,00caff67
3715025000,285,25,ff4300a6
3715035000,285,26,005dff2b
3715045000,285,27,003e00f8
3715055000,285,28,ff00ffb1
3715065000,285,29,00cb0008
3715075000,285,30,0021febd
3715085000,285,31,ffd4015a
3716965000,286,0,ff5a0013
3716975000,286,1,009dffdb
3716985000,286,2,ff5300bc
3716995000,286,3,002cff8f
3717005000,286,4,00f6ffcf
3717015000,286,5,fedf004b
3717025000,286,6,ffe9fff2
3717035000,286,7,00ccffbb
3717045000,286,8,ff5a0013
3717055000,286,9,009dffdb
3717065000,286,10,ff5300bc
3717075000,286,11,002cff8f
3717085000,286,12,00f6ffcf
3717095000,286,13,fedf004b
3717105000,286,14,ffe9fff2
3717115000,286,15,00ccffbb
3718995000,286,16,ffe4ffa2
3719005000,286,17,ffe70031
3719015000,286,18,008dffdc
3719025000,286,19,ff20004c
3719035000,286,20,0094fff4
3719045000,286,21,ff6b0057
3719055000,286,22,009bfebe
3719065000,286,23,fffe011c
3719075000,286,24,ffe4ffa2
3719085000,286,25,ffe70031
3719095000,286,26,008dffdc
3719105000,286,27,ff20004c
3719115000,286,28,0094fff4
3719125000,286,29,ff6b0057
3719135000,286,30,009bfebe
3719145000,286,31,fffe011c
3721025000,287,0,ff6cffd5
3721035000,287,1,004dffc6
3721045000,287,2,ffd10076
3721055000,287,3,00930019
3721065000,287,4,ff400029
3721075000,287,5,0037fed0
3721085000,287,6,ffbf00c4
3721095000,287,7,00ad0019
3721105000,287,8,ff6cffd5
3721115000,287,9,004dffc6
3721125000,287,10,ffd10076
3721135000,287,11,00930019
3721145000,287,12,ff400029
3721155000,287,13,0037fed0
3721165000,287,14,ffbf00c4
3721175000,287,15,00ad0019
3723055000,287,16,ffe2006c
3723065000,287,17,0015ffaf
3723075000,287,18,0041ff9c
3723085000,287,19,000f00bd
3723095000,287,20,ff540068
3723105000,287,21,006bff23
3723115000,287,22,ffe90050
3723125000,287,23,0021ffd1
3723135000,287,24,ffe2006c
3723145000,287,25,0015ffaf
3723155000,287,26,0041ff9c
3723165000,287,27,000f00bd
3723175000,287,28,ff540068
3723185000,287,29,006bff23
3723195000,287,30,ffe90050
3723205000,287,31,0021ffd1
3725085000,288,0,fe7200d1
3725095000,288,1,00dfff7b
3725105000,288,2,ff65000f
3725115000,288,3,00940025
3725125000,288,4,ffd8ff39
3725135000,288,5,005f011b
3725145000,288,6,fefdffe7
3725155000,288,7,0182ff45
3725165000,288,8,fe7200d1
3725175000,288,9,00dfff7b
3725185000,288,10,ff65000f
3725195000,288,11,00940025
3725205000,288,12,ffd8ff39
3725215000,288,13,005f011b
3725225000,288,14,fefdffe7
3725235000,288,15,0182ff45
3727115000,288,16,00090025
3727125000,288,17,ff8eff84
3727135000,288,18,ffe4007e
3727145000,288,19,004dff42
3727155000,288,20,001d00a7
3727165000,288,21,ff94ff30
3727175000,288,22,009a0096
3727185000,288,23,0005ffe2
3727195000,288,24,00090025
3727205000,288,25,ff8eff84
3727215000,288,26,ffe4007e
3727225000,288,27,004dff42
3727235000,288,28,001d00a7
3727245000,288,29,ff94ff30
3727255000,288,30,009a0096
3727265000,288,31,0005ffe2
3729145000,289,0,fe700082
3729155000,289,1,01610003
3729165000,289,2,ff130031
3729175000,289,3,ff9cff53
3729185000,289,4,017e00c6
3729195000,289,5,fec1ff6b
3729205000,289,6,ffbb007b
3729215000,289,7,0186ff4b
3729225000,289,8,fe700082
3729235000,289,9,01610003
3729245000,289,10,ff130031
3729255000,289,11,ff9cff53
3729265000,289,12,017e00c6
3729275000,289,13,fec1ff6b
3729285000,289,14,ffbb007b
3729295000,289,15,0186ff4b
3731175000,289,16,004aff70
3731185000,289,17,007c0094
3731195000,289,18,ff5b000e
3731205000,289,19,ffb9ffe2
3731215000,289,20,ffa8004c
3731225000,289,21,012aff5c
3731235000,289,22,ff670022
3731245000,289,23,ffe5004a
3731255000,289,24,004aff70
3731265000,289,25,007c0094
3731275000,289,26,ff5b000e
3731285000,289,27,ffb9ffe2
3731295000,289,28,ffa8004c
3731305000,289,29,012aff5c
3731315000,289,30,ff670022
3731325000,289,31,ffe5004a
3733205000,290,0,fea7002e
3733215000,290,1,01360057
3733225000,290,2,ffa30011
3733235000,290,3,ff35ff20
3733245000,290,4,01670056
3733255000,290,5,ff1c00a5
3733265000,290,6,ffebffbb
3733275000,290,7,00ddff94
3733285000,290,8,fea7002e
3733295000,290,9,01360057
3733305000,290,10,ffa30011
3733315000,290,11,ff35ff20
3733325000,290,12,01670056
3733335000,290,13,ff1c00a5
3733345000,290,14,ffebffbb
3733355000,290,15,00ddff94
3735235000,290,16,001cffcb
3735245000,290,17,ffb0003c
3735255000,290,18,00bcff63
3735265000,290,19,ff28009b
3735275000,290,20,000a0001
3735285000,290,21,ffe4ffb6
3735295000,290,22,00eeff39
3735305000,290,23,ffb400bb
3735315000,290,24,001cffcb
3735325000,290,25,ffb0003c
3735335000,290,26,00bcff63
3735345000,290,27,ff28009b
3735355000,290,28,000a0001
3735365000,290,29,ffe4ffb6
3735375000,290,30,00eeff39
3735385000,290,31,ffb400bb
3737265000,291,0,012f00d2
3737275000,291,1,fe98ffa9
3737285000,291,2,0018003a
3737295000,291,3,0003ff78
3737305000,291,4,00d50066
3737315000,291,5,ff40ffa9
3737325000,291,6,00180046
3737335000,291,7,fff1ff7e
3737345000,291,8,012f00d2
3737355000,291,9,fe98ffa9
3737365000,291,10,0018003a
3737375000,291,11,0003ff78
3737385000,291,12,00d50066
3737395000,291,13,ff40ffa9
3737405000,291,14,00180046
3737415000,291,15,fff1ff7e
3739295000,291,16,0072ffe7
3739305000,291,17,009c0057
3739315000,291,18,ff39ffc1
3739325000,291,19,00a5ffe4
3739335000,291,20,ff580077
3739345000,291,21,fff8ffbb
3739355000,291,22,00d10029
3739365000,291,23,ff13ff9a
3739375000,291,24,0072ffe7
3739385000,291,25,009c0057
3739395000,291,26,ff39ffc1
3739405000,291,27,00a5ffe4
3739415000,291,28,ff580077
3739425000,291,29,fff8ffbb
3739435000,291,30,00d10029
3739445000,291,31,ff13ff9a
3741325000,292,0,ff4b0005
3741335000,292,1,004a001e
3741345000,292,2,ff90ffbc
3741355000,292,3,00bfff84
3741365000,292,4,ffc10169
3741375000,292,5,ff84ff10
3741385000,292,6,00940002
3741395000,292,7,00430022
3741405000,292,8,ff4b0005
3741415000,292,9,004a001e
3741425000,292,10,ff90ffbc
3741435000,292,11,00bfff84
3741445000,292,12,ffc10169
3741455000,292,13,ff84ff10
3741465000,292,14,00940002
3741475000,292,15,00430022
3743355000,292,16,0075ffe1
3743365000,292,17,000fffa8
3743375000,292,18,ffbf0050
3743385000,292,19,00e1ffbf
3743395000,292,20,fec3002b
3743405000,292,21,00d5ff56
3743415000,292,22,008900d0
3743425000,292,23,ff13ffb7
3743435000,292,24,0075ffe1
3743445000,292,25,000fffa8
3743455000,292,26,ffbf0050
3743465000,292,27,00e1ffbf
3743475000,292,28,fec3002b
3743485000,292,29,00d5ff56
3743495000,292,30,008900d0
3743505000,292,31,ff13ffb7
3745385000,293,0,ff000037
3745395000,293,1,0063ff9c
3745405000,293,2,ff4efff8
3745415000,293,3,00aaff55
3745425000,293,4,005c0143
3745435000,293,5,ff0dfec4
3745445000,293,6,007efff6
3745455000,293,7,00be00e3
3745465000,293,8,ff000037
3745475000,293,9,0063ff9c
3745485000,293,10,ff4efff8
3745495000,293,11,00aaff55
3745505000,293,12,005c0143
3745515000,293,13,ff0dfec4
3745525000,293,14,007efff6
3745535000,293,15,00be00e3
3747415000,293,16,0037fed1
3747425000,293,17,ff8700c4
3747435000,293,18,003fffc8
3747445000,293,19,ffca0058
3747455000,293,20,ff97ff69
3747465000,293,21,008f0078
3747475000,293,22,003fffce
3747485000,293,23,ff7c00ec
3747495000,293,24,0037fed1
3747505000,293,25,ff8700c4
3747515000,293,26,003fffc8
3747525000,293,27,ffca0058
3747535000,293,28,ff97ff69
3747545000,293,29,008f0078
3747555000,293,30,003fffce
3747565000,293,31,ff7c00ec
3749445000,294,0,fe93ff8c
3749455000,294,1,0033ffa1
3749465000,294,2,0090009d
3749475000,294,3,ff6eff38
3749485000,294,4,00bb0098
3749495000,294,5,ff9d001b
3749505000,294,6,ff9efeb7
3749515000,294,7,01460194
3749525000,294,8,fe93ff8c
3749535000,294,9,0033ffa1
3749545000,294,10,0090009d
3749555000,294,11,ff6eff38
3749565000,294,12,00bb0098
3749575000,294,13,ff9d001b
3749585000,294,14,ff9efeb7
3749595000,294,15,01460194
3751475000,294,16,00540000
3751485000,294,17,002a005b
3751495000,294,18,ffbbff79
3751505000,294,19,00330068
3751515000,294,20,ffbaffa2
3751525000,294,21,007cfff1
3751535000,294,22,ffdb011d
3751545000,294,23,ff8bfeb4
3751555000,294,24,00540000
3751565000,294,25,002a005b
3751575000,294,26,ffbbff79
3751585000,294,27,00330068
3751595000,294,28,ffbaffa2
3751605000,294,29,007cfff1
3751615000,294,30,ffdb011d
3751625000,294,31,ff8bfeb4
3753505000,295,0,003e0016
3753515000,295,1,ff7eff09
3753525000,295,2,003600cd
3753535000,295,3,0071ff85
3753545000,295,4,ff4200d8
3753555000,295,5,0074fe97
3753565000,295,6,fffe0049
3753575000,295,7,ffe900d7
3753585000,295,8,003e0016
3753595000,295,9,ff7eff09
3753605000,295,10,003600cd
3753615000,295,11,0071ff85
3753625000,295,12,ff4200d8
3753635000,295,13,0074fe97
3753645000,295,14,fffe0049
3753655000,295,15,ffe900d7
3755535000,295,16,fffb00be
3755545000,295,17,ff47ffea
3755555000,295,18,005bff83
3755565000,295,19,0080006b
3755575000,295,20,ff37ffde
3755585000,295,21,0073ff80
3755595000,295,22,00030029
3755605000,295,23,008eff8b
3755615000,295,24,fffb00be
3755625000,295,25,ff47ffea
3755635000,295,26,005bff83
3755645000,295,27,0080006b
3755655000,295,28,ff37ffde
3755665000,295,29,0073ff80
3755675000,295,30,00030029
3755685000,295,31,008eff8b
3757565000,296,0,002e0085
3757575000,296,1,ff6affc6
3757585000,296,2,0053ffd8
3757595000,296,3,00e8ff77
3757605000,296,4,ff8a006f
3757615000,296,5,fff000d0
3757625000,296,6,0025fef4
3757635000,296,7,ff8e0033
3757645000,296,8,002e0085
3757655000,296,9,ff6affc6
3757665000,296,10,0053ffd8
3757675000,296,11,00e8ff77
3757685000,296,12,ff8a006f
3757695000,296,13,fff000d0
3757705000,296,14,0025fef4
3757715000,296,15,ff8e0033
3759595000,296,16,00a90010
3759605000,296,17,ff6bffe8
3759615000,296,18,005400a2
3759625000,296,19,0011ffec
3759635000,296,20,ff25ffb2
3759645000,296,21,0109ffee
3759655000,296,22,ff4a0118
3759665000,296,23,ffe7ff02
3759675000,296,24,00a90010
3759685000,296,25,ff6bffe8
3759695000,296,26,005400a2
3759705000,296,27,0011ffec
3759715000,296,28,ff25ffb2
3759725000,296,29,0109ffee
3759735000,296,30,ff4a0118
3759745000,296,31,ffe7ff02
3761625000,297,0,00150062
3761635000,297,1,fff60061
3761645000,297,2,ff8afe9c
3761655000,297,3,01090145
3761665000,297,4,ff6ffff6
3761675000,297,5,0002ff53
3761685000,297,6,ff36002c
3761695000,297,7,00bbffe7
3761705000,297,8,00150062
3761715000,297,9,fff60061
3761725000,297,10,ff8afe9c
3761735000,297,11,01090145
3761745000,297,12,ff6ffff6
3761755000,297,13,0002ff53
3761765000,297,14,ff36002c
3761775000,297,15,00bbffe7
3763655000,297,16,0156ff94
3763665000,297,17,ff550053
3763675000,297,18,00e80002
3763685000,297,19,fef800b9
3763695000,297,20,ffa8ff02
3763705000,297,21,012d00bf
3763715000,297,22,fff2ff2c
3763725000,297,23,ff2e0071
3763735000,297,24,0156ff94
3763745000,297,25,ff550053
3763755000,297,26,00e80002
3763765000,297,27,fef800b9
3763775000,297,28,ffa8ff02
3763785000,297,29,012d00bf
3763795000,297,30,fff2ff2c
3763805000,297,31,ff2e0071
3765685000,298,0,ff970058
3765695000,298,1,00dd000a
3765705000,298,2,febd005b
3765715000,298,3,016cff9a
3765725000,298,4,ff33003a
3765735000,298,5,00430044
3765745000,298,6,ff75ffe7
3765755000,298,7,0078ff44
3765765000,298,8,ff970058
3765775000,298,9,00dd000a
3765785000,298,10,febd005b
3765795000,298,11,016cff9a
3765805000,298,12,ff33003a
3765815000,298,13,00430044
3765825000,298,14,ff75ffe7
3765835000,298,15,0078ff44
3767715000,298,16,00b70028
3767725000,298,17,ffb50038
3767735000,298,18,ff68ffcd
3767745000,298,19,00a80020
3767755000,298,20,ffd3ff34
3767765000,298,21,0077009e
3767775000,298,22,ffd60067
3767785000,298,23,ff8cff42
3767795000,298,24,00b70028
3767805000,298,25,ffb50038
3767815000,298,26,ff68ffcd
3767825000,298,27,00a80020
3767835000,298,28,ffd3ff34
3767845000,298,29,0077009e
3767855000,298,30,ffd60067
3767865000,298,31,ff8cff42
3769745000,299,0,00470043
3769755000,299,1,ff31002f
3769765000,299,2,0079ffb9
3769775000,299,3,00110027
3769785000,299,4,ffe5ffad
3769795000,299,5,ff8d00b3
3769805000,299,6,0057feab
3769815000,299,7,003500a3
3769825000,299,8,00470043
3769835000,299,9,ff31002f
3769845000,299,10,0079ffb9
3769855000,299,11,00110027
3769865000,299,12,ffe5ffad
3769875000,299,13,ff8d00b3
3769885000,299,14,0057feab
3769895000,299,15,003500a3
3771775000,299,16,00970052
3771785000,299,17,ff18ffe1
3771795000,299,18,00ae0097
3771805000,299,19,ffb3ff74
3771815000,299,20,fffbffd8
3771825000,299,21,00d2009f
3771835000,299,22,ff0c002f
3771845000,299,23,0017ff74
3771855000,299,24,00970052
3771865000,299,25,ff18ffe1
3771875000,299,26,00ae0097
3771885000,299,27,ffb3ff74
3771895000,299,28,fffbffd8
3771905000,299,29,00d2009f
3771915000,299,30,ff0c002f
3771925000,299,31,0017ff74
3773805000,300,0,ffc10013
3773815000,300,1,00040051
3773825000,300,2,0005ffb8
3773835000,300,3,0064000a
3773845000,300,4,ff590007
3773855000,300,5,00ae008b
3773865000,300,6,feb5ffe6
3773875000,300,7,0116ff62
3773885000,300,8,ffc10013
3773895000,300,9,00040051
3773905000,300,10,0005ffb8
3773915000,300,11,0064000a
3773925000,300,12,ff590007
3773935000,300,13,00ae008b
3773945000,300,14,feb5ffe6
3773955000,300,15,0116ff62
3775835000,300,16,ff690074
3775845000,300,17,0041fec4
3775855000,300,18,003d0121
3775865000,300,19,ff70ff64
3775875000,300,20,0065fff0
3775885000,300,21,0073004c
3775895000,300,22,ffd10033
3775905000,300,23,0028ffec
3775915000,300,24,ff690074
3775925000,300,25,0041fec4
3775935000,300,26,003d0121
3775945000,300,27,ff70ff64
3775955000,300,28,0065fff0
3775965000,300,29,0073004c
3775975000,300,30,ffd10033
3775985000,300,31,0028ffec
3777865000,301,0,00120000
3777875000,301,1,ff45005c
3777885000,301,2,015cff9b
3777895000,301,3,ff2d0036
3777905000,301,4,00400084
3777915000,301,5,ff43ffa8
3777925000,301,6,004effb1
3777935000,301,7,004ffff6
3777945000,301,8,00120000
3777955000,301,9,ff45005c
3777965000,301,10,015cff9b
3777975000,301,11,ff2d0036
3777985000,301,12,00400084
3777995000,301,13,ff43ffa8
3778005000,301,14,004effb1
3778015000,301,15,004ffff6
3779895000,301,16,ffa2ff2f
3779905000,301,17,007cff8c
3779915000,301,18,ffc501a5
3779925000,301,19,ffa2fef7
3779935000,301,20,ffd40003
3779945000,301,21,005c00b6
3779955000,301,22,fff5ff21
3779965000,301,23,003e014f
3779975000,301,24,ffa2ff2f
3779985000,301,25,007cff8c
3779995000,301,26,ffc501a5
3780005000,301,27,ffa2fef7
3780015000,301,28,ffd40003
3780025000,301,29,005c00b6
3780035000,301,30,fff5ff21
3780045000,301,31,003e014f
3781925000,302,0,ff3fff6d
3781935000,302,1,0020ffca
3781945000,302,2,00760106
3781955000,302,3,002dff05
3781965000,302,4,ffdf00a9
3781975000,302,5,ff18004c
3781985000,302,6,0044fe9c
3781995000,302,7,00c3012d
3782005000,302,8,ff3fff6d
3782015000,302,9,0020ffca
3782025000,302,10,00760106
3782035000,302,11,002dff05
3782045000,302,12,ffdf00a9
3782055000,302,13,ff18004c
3782065000,302,14,0044fe9c
3782075000,302,15,00c3012d
3783955000,302,16,001cff59
3783965000,302,17,006bffe9
3783975000,302,18,ff4800c0
3783985000,302,19,ff76ff4a
3783995000,302,20,017c0029
3784005000,302,21,ff2b0045
3784015000,302,22,0020ffaa
3784025000,302,23,fff4008c
3784035000,302,24,001cff59
3784045000,302,25,006bffe9
3784055000,302,26,ff4800c0
3784065000,302,27,ff76ff4a
3784075000,302,28,017c0029
3784085000,302,29,ff2b0045
3784095000,302,30,0020ffaa
3784105000,302,31,fff4008c
3785985000,303,0,ff4c0092
3785995000,303,1,ff62ffa3
3786005000,303,2,00cb002a
3786015000,303,3,ffeaff97
3786025000,303,4,ff8c0008
3786035000,303,5,007a0073
3786045000,303,6,ff0dff24
3786055000,303,7,018a006b
3786065000,303,8,ff4c0092
3786075000,303,9,ff62ffa3
3786085000,303,10,00cb002a
3786095000,303,11,ffeaff97
3786105000,303,12,ff8c0008
3786115000,303,13,007a0073
3786125000,303,14,ff0dff24
3786135000,303,15,018a006b
3788015000,303,16,0039ff63
3788025000,303,17,004f0079
3788035000,303,18,ffd700ca
3788045000,303,19,ff3aff4e
3788055000,303,20,00d3ffd9
3788065000,303,21,ff750059
3788075000,303,22,0071002a
3788085000,303,23,ffb6ffd8
3788095000,303,24,0039ff63
3788105000,303,25,004f0079
3788115000,303,26,ffd700ca
3788125000,303,27,ff3aff4e
3788135000,303,28,00d3ffd9
3788145000,303,29,ff750059
3788155000,303,30,0071002a
3788165000,303,31,ffb6ffd8
3790045000,304,0,0069feeb
3790055000,304,1,ff60002b
3790065000,304,2,00a7006f
3790075000,304,3,ffbcff55
3790085000,304,4,0061010b
3790095000,304,5,fec0ff5d
3790105000,304,6,00b3ffcb
3790115000,304,7,000000f3
3790125000,304,8,0069feeb
3790135000,304,9,ff60002b
3790145000,304,10,00a7006f
3790155000,304,11,ffbcff55
3790165000,304,12,0061010b
3790175000,304,13,fec0ff5d
3790185000,304,14,00b3ffcb
3790195000,304,15,000000f3
3792075000,304,16,ffbbfefe
3792085000,304,17,0098004a
3792095000,304,18,00360019
3792105000,304,19,ff93ffeb
3792115000,304,20,0051006a
3792125000,304,21,ff18ff68
3792135000,304,22,0112004f
3792145000,304,23,ff31005b
3792155000,304,24,ffbbfefe
3792165000,304,25,0098004a
3792175000,304,26,00360019
3792185000,304,27,ff93ffeb
3792195000,304,28,0051006a
3792205000,304,29,ff18ff68
3792215000,304,30,0112004f
3792225000,304,31,ff31005b
3794105000,305,0,00c00060
3794115000,305,1,ff32ffc4
3794125000,305,2,00a0ffba
3794135000,305,3,ff9e0084
3794145000,305,4,00ae0040
3794155000,305,5,ff3cfeae
3794165000,305,6,00ae0106
3794175000,305,7,ff38ffaa
3794185000,305,8,00c00060
3794195000,305,9,ff32ffc4
3794205000,305,10,00a0ffba
3794215000,305,11,ff9e0084
3794225000,305,12,00ae0040
3794235000,305,13,ff3cfeae
3794245000,305,14,00ae0106
3794255000,305,15,ff38ffaa
3796135000,305,16,0103ff77
3796145000,305,17,ffad0025
3796155000,305,18,ffeb0017
3796165000,305,19,0009ffa7
3796175000,305,20,fefd009d
3796185000,305,21,0123feef
3796195000,305,22,0019fff9
3796205000,305,23,ff2300d9
3796215000,305,24,0103ff77
3796225000,305,25,ffad0025
3796235000,305,26,ffeb0017
3796245000,305,27,0009ffa7
3796255000,305,28,fefd009d
3796265000,305,29,0123feef
3796275000,305,30,0019fff9
3796285000,305,31,ff2300d9
3798165000,306,0,ffeeff75
3798175000,306,1,003b0088
3798185000,306,2,ff99ff9b
3798195000,306,3,00d80066
3798205000,306,4,ff620007
3798215000,306,5,0019ffa0
3798225000,306,6,0003007d
3798235000,306,7,ffe8ffde
3798245000,306,8,ffeeff75
3798255000,306,9,003b0088
3798265000,306,10,ff99ff9b
3798275000,306,11,00d80066
3798285000,306,12,ff620007
3798295000,306,13,0019ffa0
3798305000,306,14,0003007d
3798315000,306,15,ffe8ffde
3800195000,306,16,00d1ff2d
3800205000,306,17,001a002a
3800215000,306,18,005dffe6
3800225000,306,19,ff730099
3800235000,306,20,ffe9ffe1
3800245000,306,21,006efed4
3800255000,306,22,00a10134
3800265000,306,23,fe9d0039
3800275000,306,24,00d1ff2d
3800285000,306,25,001a002a
3800295000,306,26,005dffe6
3800305000,306,27,ff730099
3800315000,306,28,ffe9ffe1
3800325000,306,29,006efed4
3800335000,306,30,00a10134
3800345000,306,31,fe9d0039
3802225000,307,0,00c6ffcb
3802235000,307,1,fef60013
3802245000,307,2,0087ffaf
3802255000,307,3,ffea0073
3802265000,307,4,00b8ffd1
3802275000,307,5,ff30004d
3802285000,307,6,ffe3fefd
3802295000,307,7,000800e5
3802305000,307,8,00c6ffcb
3802315000,307,9,fef60013
3802325000,307,10,0087ffaf
3802335000,307,11,ffea0073
3802345000,307,12,00b8ffd1
3802355000,307,13,ff30004d
3802365000,307,14,ffe3fefd
3802375000,307,15,000800e5
3804255000,307,16,00d8ff88
3804265000,307,17,00190048
3804275000,307,18,0013ffed
3804285000,307,19,ffc400a5
3804295000,307,20,ff8cffa4
3804305000,307,21,00a1ff94
3804315000,307,22,ff8d0163
3804325000,307,23,ff0eff0b
3804335000,307,24,00d8ff88
3804345000,307,25,00190048
3804355000,307,26,0013ffed
3804365000,307,27,ffc400a5
3804375000,307,28,ff8cffa4
3804385000,307,29,00a1ff94
3804395000,307,30,ff8d0163
3804405000,307,31,ff0eff0b
3806285000,308,0,00baff3b
3806295000,308,1,ffbc007d
3806305000,308,2,ffb70002
3806315000,308,3,0070ff9c
3806325000,308,4,004800e7
3806335000,308,5,ff74ffa9
3806345000,308,6,ffefffc4
3806355000,308,7,ffb80056
3806365000,308,8,00baff3b
3806375000,308,9,ffbc007d
3806385000,308,10,ffb70002
3806395000,308,11,0070ff9c
3806405000,308,12,004800e7
3806415000,308,13,ff74ffa9
3806425000,308,14,ffefffc4
3806435000,308,15,ffb80056
3808315000,308,16,0120fffe
3808325000,308,17,ff42ffb3
3808335000,308,18,003400b3
3808345000,308,19,000fffe1
3808355000,308,20,ffacfffe
3808365000,308,21,00c8ff5d
3808375000,308,22,ff3401bd
3808385000,308,23,ff9bfe93
3808395000,308,24,0120fffe
3808405000,308,25,ff42ffb3
3808415000,308,26,003400b3
3808425000,308,27,000fffe1
3808435000,308,28,ffacfffe
3808445000,308,29,00c8ff5d
3808455000,308,30,ff3401bd
3808465000,308,31,ff9bfe93
3810345000,309,0,fef40041
3810355000,309,1,0052000b
3810365000,309,2,0079ffe6
3810375000,309,3,ff51ffcf
3810385000,309,4,007a0067
3810395000,309,5,007c0025
3810405000,309,6,feb1ff96
3810415000,309,7,0149ffdd
3810425000,309,8,fef40041
3810435000,309,9,0052000b
3810445000,309,10,0079ffe6
3810455000,309,11,ff51ffcf
3810465000,309,12,007a0067
3810475000,309,13,007c0025
3810485000,309,14,feb1ff96
3810495000,309,15,0149ffdd
3812375000,309,16,00a1ffe9
3812385000,309,17,001affe8
3812395000,309,18,ffaf0070
3812405000,309,19,ff76fffc
3812415000,309,20,007dff9f
3812425000,309,21,000e005c
3812435000,309,22,0053004c
3812445000,309,23,fee2ffd4
3812455000,309,24,00a1ffe9
3812465000,309,25,001affe8
3812475000,309,26,ffaf0070
3812485000,309,27,ff76fffc
3812495000,309,28,007dff9f
3812505000,309,29,000e005c
3812515000,309,30,0053004c
3812525000,309,31,fee2ffd4
3814405000,310,0,ffb00070
3814415000,310,1,00090005
3814425000,310,2,ffd7ff89
3814435000,310,3,003c0044
3814445000,310,4,002e005c
3814455000,310,5,ffa9ff63
3814465000,310,6,ffb30073
3814475000,310,7,00aaff8c
3814485000,310,8,ffb00070
3814495000,310,9,00090005
3814505000,310,10,ffd7ff89
3814515000,310,11,003c0044
3814525000,310,12,002e005c
3814535000,310,13,ffa9ff63
3814545000,310,14,ffb30073
3814555000,310,15,00aaff8c
3816435000,310,16,00f2003b
3816445000,310,17,ff45ffc5
3816455000,310,18,00c9ffdd
3816465000,310,19,ff2000f2
3816475000,310,20,004eff49
3816485000,310,21,0031ffe5
3816495000,310,22,ffc70047
3816505000,310,23,ffe2ffcc
3816515000,310,24,00f2003b
3816525000,310,25,ff45ffc5
3816535000,310,26,00c9ffdd
3816545000,310,27,ff2000f2
3816555000,310,28,004eff49
3816565000,310,29,0031ffe5
3816575000,310,30,ffc70047
3816585000,310,31,ffe2ffcc
3818465000,311,0,00150066
3818475000,311,1,0013ff50
3818485000,311,2,ffff00ba
3818495000,311,3,ff4afef1
3818505000,311,4,009900ec
3818515000,311,5,008bff50
3818525000,311,6,fff30034
3818535000,311,7,ff78002f
3818545000,311,8,00150066
3818555000,311,9,0013ff50
3818565000,311,10,ffff00ba
3818575000,311,11,ff4afef1
3818585000,311,12,009900ec
3818595000,311,13,008bff50
3818605000,311,14,fff30034
3818615000,311,15,ff78002f
3820495000,311,16,ffd9fffa
3820505000,311,17,000b0028
3820515000,311,18,0041002b
3820525000,311,19,ffbbffd3
3820535000,311,20,fff1003c
3820545000,311,21,003dffc4
3820555000,311,22,ff950077
3820565000,311,23,004dff91
3820575000,311,24,ffd9fffa
3820585000,311,25,000b0028
3820595000,311,26,0041002b
3820605000,311,27,ffbbffd3
3820615000,311,28,fff1003c
3820625000,311,29,003dffc4
3820635000,311,30,ff950077
3820645000,311,31,004dff91
3822525000,312,0,ffc40050
3822535000,312,1,ffa2ffcc
3822545000,312,2,0048ffb7
3822555000,312,3,0006ff8a
3822565000,312,4,ff4800ae
3822575000,312,5,00b6ffbc
3822585000,312,6,ffecff3b
3822595000,312,7,006200fe
3822605000,312,8,ffc40050
3822615000,312,9,ffa2ffcc
3822625000,312,10,0048ffb7
3822635000,312,11,0006ff8a
3822645000,312,12,ff4800ae
3822655000,312,13,00b6ffbc
3822665000,312,14,ffecff3b
3822675000,312,15,006200fe
3824555000,312,16,011fffe7
3824565000,312,17,fefe001b
3824575000,312,18,01190064
3824585000,312,19,ff220029
3824595000,312,20,0057ff37
3824605000,312,21,008200cf
3824615000,312,22,ff6900b6
